Inuit,,,culture,"indigenous, peoples, canada","Inuit (/ˈɪnjuɪt/; syllabics: ᐃᓄᐃᑦ, ""the people"", singular: Inuk ᐃᓄᒃ, dual: Inuuk ᐃᓅᒃ) are a group of culturally similar indigenous peoples inhabiting the Arctic regions of Greenland, Canada and Alaska. The Inuit languages are part of the Eskimo–Aleut family. Inuit Sign Language is a critically endangered language isolate used in Nunavut.","de:Inuit, es:Inuit, fr:Inuits, nl:Inuit"
Bhoothnath Returns,,,culture,"films, indian, hindi-language","Bhoothnath Returns (The Lord of Ghosts Returns) is a 2014 Indian supernatural political comedy film directed by Nitesh Tiwari and produced by Bhushan Kumar. A sequel to 2008 film Bhoothnath, the film revolves around Bhoothnath (Amitabh Bachchan) who is mocked in a Bhoothworld for his inability to scare children before being sent back to Earth to redeem himself. The film was released on 11 April 2014, and declared as one of the highest grossers according to Box Office India.",
Asia's Next Top Model (season 2),,,culture,"television, malaysian, next","The second season of the reality television show Asia's Next Top Model in which a number of women compete for the title and a chance to begin their career in the modeling industry. The show features aspiring models from the entire Asia-Pacific region. The international destination during the season was Hong Kong, becoming the second occasion in which the series traveled to the country, after season 1.",
Jacqueline Kennedy Onassis,,1929-1994 ♀,politics,"american, alumni, people","Jacqueline Kennedy Onassis (née Bouvier /ˈbuːvieɪ/; July 28, 1929 – May 19, 1994) was an American book editor and socialite who was First Lady of the United States during the presidency of her husband, John F. Kennedy, from January 1961 until his assassination in November 1963.","de:Jacqueline Kennedy Onassis, es:Jacqueline Kennedy Onassis, fr:Jacqueline Kennedy-Onassis, nl:Jacqueline Kennedy Onassis"
Nicotine,,,health,"alkaloids, agonists, nicotinic","Nicotine is a potent parasympathomimetic stimulant and an alkaloid found in the nightshade family of plants. Nicotine acts as a receptor agonist at most nicotinic acetylcholine receptors (nAChRs), except at two nicotinic receptor subunits (nAChRα9 and nAChRα10) where it acts as a receptor antagonist. Nicotine is found in the leaves of Nicotiana rustica, in amounts of 2–14%; in the tobacco plant, Nicotiana tabacum; in Duboisia hopwoodii; and in Asclepias syriaca.","de:Nicotin, es:Nicotina, fr:Nicotine, nl:Nicotine"
Nicene Creed,,,religion,"christian, heaven, byzantine","The Nicene Creed (Greek: Σύμβολον τῆς Νικαίας or, τῆς πίστεως, Latin: Symbolum Nicaenum) is a statement of belief widely used in Christian liturgy. It is called Nicene /ˈnaɪsiːn/ because it was originally adopted in the city of Nicaea (present day İznik, Turkey) by the First Council of Nicaea in 325. In 381, it was amended at the First Council of Constantinople, and the amended form is referred to as the Nicene or the Niceno-Constantinopolitan Creed.","de:Bekenntnis von Nicäa, fr:Symbole de Nicée"
Mobile operating system,,,technology,"mobile, systems, phones","A mobile operating system (or mobile OS) is an operating system for mobile phones, tablets, smartwatches, 2-in-1 PCs (that can be convert to a laptop mode or detach and work as a tablet mode) or other mobile devices. While computers such as typical laptops are 'mobile', the operating systems usually used on them are not considered mobile ones, as they were originally designed for desktop computers that historically did not have or need specific mobile features. This distinction is becoming blurred in some newer operating systems that are hybrids made for both uses.","es:Sistema operativo móvil, fr:Système d'exploitation mobile"
Jack O'Connell (actor),,1990 ♂,culture,"people, english, irish","Jack O'Connell (born 1 August 1990) is an English actor. Born and raised in Derby, he trained in acting at the Central Junior Television Workshop in nearby Nottingham, which led to roles in film, television, and theatre. His film debut as a teenaged skinhead, in the coming-of-age drama This Is England (2006), heralded his propensity for playing angry, troubled youth.","de:Jack O’Connell, es:Jack O'Connell, fr:Jack O'Connell, nl:Jack O'Connell (acteur)"
Drake & Josh,,,culture,"television, series, american","Drake & Josh is an American sitcom created by Dan Schneider for Nickelodeon. The series follows stepbrothers Drake Parker (Drake Bell) and Josh Nichols (Josh Peck) as they live together despite having opposite personalities. The series also stars Nancy Sullivan, Jonathan Goldstein, and Miranda Cosgrove.","de:Drake & Josh, es:Drake & Josh, fr:Drake et Josh, nl:Drake & Josh"
Africa,,,region,"africa, continents","Africa is the world's second-largest and second-most-populous continent. At about 30.2 million km2 (11.7 million sq mi) including adjacent islands, it covers six percent of Earth's total surface area and 20.4 percent of its total land area. With 1.1 billion people as of 2013, it accounts for about 15% of the world's human population. The continent is surrounded by the Mediterranean Sea to the north, both the Suez Canal and the Red Sea along the Sinai Peninsula to the northeast, the Indian Ocean to the southeast, and the Atlantic Ocean to the west. The continent includes Madagascar and various archipelagos. It contains 54 fully recognized sovereign states (countries), nine territories and two de facto independent states with limited or no recognition.","de:Afrika, es:África, fr:Afrique, nl:Afrika"
Hippopotamus,,,nature,"africa, mammals, vulnerable","The common hippopotamus (/ˌhɪpəˈpɒtəməs/ HIP-ə-POT-ə-məs; Hippopotamus amphibius), or hippo, is a large, mostly herbivorous, semiaquatic mammal and ungulate native to sub-Saharan Africa. It is one of only two extant species in the family Hippopotamidae, the other being the pygmy hippopotamus (Choeropsis liberiensis or Hexaprotodon liberiensis). The name comes from the ancient Greek for ""river horse"" (ἱπποπόταμος). After the elephant and rhinoceros, the common hippopotamus is the third-largest type of land mammal and the heaviest extant artiodactyl. Despite their physical resemblance to pigs and other terrestrial even-toed ungulates, the closest living relatives of the Hippopotamidae are cetaceans (whales, dolphins, porpoises, etc.) from which they diverged about 55 million years ago.","de:Flusspferd, es:Hippopotamus amphibius, fr:Hippopotamus amphibius, nl:Nijlpaard"
Otaku,,,culture,"japanese, culture, subcultures","Otaku (おたく/オタク) is a Japanese term for people with obsessive interests, particularly in anime and manga. Its contemporary use originated with Akio Nakamori's 1983 essay in Manga Burikko. Otaku may be used as a pejorative; its negativity stems from a stereotypical view of otaku and the media's reporting on Tsutomu Miyazaki, ""The Otaku Murderer"", in 1989. According to studies published in 2013, the term has become less negative, and an increasing number of people now self-identify as otaku, both in Japan and elsewhere.","de:Otaku, es:Otaku, fr:Otaku, nl:Otaku"
Adam Driver,,1983 ♂,culture,"actors, male, american","Adam Douglas Driver (born November 19, 1983) is an American actor. He rose to prominence in the supporting role of Adam Sackler in the HBO comedy-drama series Girls (2012–2017), for which he received three consecutive nominations for the Primetime Emmy Award for Outstanding Supporting Actor in a Comedy Series. He made his Broadway debut in Mrs. Warren's Profession in 2010. In 2011, he returned to Broadway in Man and Boy and made his feature film debut in J. Edgar.","de:Adam Driver, es:Adam Driver, fr:Adam Driver, nl:Adam Driver"
Power factor,,,technology,"engineering, electrical, ratios","In electrical engineering, the power factor of an AC electrical power system is defined as the ratio of the real power absorbed by the load to the apparent power flowing in the circuit, and is a dimensionless number in the closed interval of −1 to 1. A power factor of less than one indicates the voltage and current are not in phase, reducing the average product of the two. Real power is the instantaneous product of voltage and current and represents the capacity of the electricity for performing work. Apparent power is the product of RMS current and voltage. Due to energy stored in the load and returned to the source, or due to a non-linear load that distorts the wave shape of the current drawn from the source, the apparent power may be greater than the real power. A negative power factor occurs when the device (which is normally the load) generates power, which then flows back towards the source.","de:Leistungsfaktor, es:Factor de potencia, fr:Facteur de puissance, nl:Arbeidsfactor"
Dr. Seuss,,1904-1991 ♂,culture,"american, writers, massachusetts","Theodor Seuss Geisel (/ˈsɔɪs/ i/ˈɡaɪzəl/; March 2, 1904 – September 24, 1991) was an American writer and illustrator best known for authoring popular children's books under the pen name Dr. Seuss (/suːs/). His work includes several of the most popular children's books of all time, selling over 600 million copies and being translated into more than 20 languages by the time of his death.","de:Theodor Seuss Geisel, es:Dr. Seuss, fr:Theodor Seuss Geisel, nl:Dr. Seuss"
Charlotte Gainsbourg,,1971 ♀,culture,"english, french, actresses","Charlotte Lucy Gainsbourg (born 21 July 1971) is a British-French actress and singer. She is the daughter of English actress Jane Birkin and French singer and songwriter Serge Gainsbourg. After making her musical debut with her father on the song ""Lemon Incest"" at the age of 12, she released an album with her father at the age of 15. More than 20 years passed before she released the first of four albums as an adult (5:55, IRM, Stage Whisper and Rest) to commercial and critical success. Gainsbourg has also appeared in many films, including several directed by Lars von Trier, and has received both a César Award and the Cannes Film Festival Best Actress Award.","de:Charlotte Gainsbourg, es:Charlotte Gainsbourg, fr:Charlotte Gainsbourg, nl:Charlotte Gainsbourg"
The Real Housewives of Beverly Hills,,,culture,"television, series, american","The Real Housewives of Beverly Hills (abbreviated RHOBH) is an American reality television series that premiered on October 14, 2010, on Bravo. The show was developed as the sixth installment of the The Real Housewives franchise following The Real Housewives of Orange County, New York City, Atlanta, New Jersey, and D.C.. It has aired for five complete seasons and focuses on the personal and professional lives of several women residing in Los Angeles, California.","de:The Real Housewives of Beverly Hills, es:The Real Housewives of Beverly Hills, fr:Real Housewives : Beverly Hills"
Buzz Aldrin,,1930 ♂,culture,"american, recipients, people","Buzz Aldrin (/ˈɔːldrɪn/; born Edwin Eugene Aldrin Jr.; January 20, 1930) is an American engineer, former astronaut, and fighter pilot. As Lunar Module Pilot on the Apollo 11 mission, he and mission commander Neil Armstrong were the first two humans to land on the Moon.","de:Buzz Aldrin, es:Buzz Aldrin, fr:Buzz Aldrin, nl:Buzz Aldrin"
The Clash,,,culture,"groups, musical, english","The Clash were an English rock band formed in London in 1976 as a key player in the original wave of British punk rock. They have also contributed to the post-punk and new wave movements that emerged in the wake of punk and employed elements of a variety of genres including reggae, dub, funk, ska, and rockabilly. For most of their recording career, the Clash consisted of lead vocalist and rhythm guitarist Joe Strummer, lead guitarist and lead vocalist Mick Jones, bassist Paul Simonon, and drummer Nicky ""Topper"" Headon. Headon left the group in 1982 and internal friction led to Jones' departure the following year. The group continued with new members, but finally disbanded in early 1986.","de:The Clash, es:The Clash, fr:The Clash, nl:The Clash"
Hal Moore,,1922-2017 ♂,military,"recipients, american, army","Harold Gregory Moore Jr. (February 13, 1922 – February 10, 2017) was a United States Army lieutenant general and author. He was awarded the Distinguished Service Cross, the U.S. military's second-highest decoration for valor, and was the first of his West Point class (1945) to be promoted to brigadier general, major general, and lieutenant general.","de:Harold G. Moore, es:Hal Moore, fr:Hal Moore"
The Winds of Winter,,,culture,"novels, books, american",The Winds of Winter is the forthcoming sixth novel in the epic fantasy series A Song of Ice and Fire by George R. R. Martin.,"es:Vientos de invierno, fr:The Winds of Winter"
Anthony Kiedis,,1962 ♂,culture,"american, people, descent","Anthony Kiedis (/ˈkiːdɪs/ KEE-dis; born November 1, 1962) is an American musician, singer, songwriter, rapper, and actor. He is best known as a founding member and the lead vocalist of the Red Hot Chili Peppers and has appeared on every album released by the band. Kiedis and his fellow band members were inducted into the Rock and Roll Hall of Fame in 2012.","de:Anthony Kiedis, es:Anthony Kiedis, fr:Anthony Kiedis, nl:Anthony Kiedis"
Eobard Thawne,,,culture,"characters, comics, fictional","Eobard Thawne, otherwise known as Professor Zoom and the Reverse-Flash, is a fictional supervillain appearing in American comic books published by DC Comics. The most well-known character to assume the ""Reverse-Flash"" mantle, he is the archenemy of Barry Allen (the second superhero to be called the Flash), a descendant of Malcolm Thawne, and a maternal forefather of Bart Allen, Thaddeus Thawne, and Owen Mercer. He has been established as one of the fastest speedsters in the DC Universe.","es:Eobard Thawne, fr:Professeur Zoom"
Talmud,,,religion,"talmud, ancient, literature","The Talmud (/ˈtɑːlmʊd, -məd, ˈtæl-/; Hebrew: תַּלְמוּד‎, romanized: talmūd) is the central text of Rabbinic Judaism and the primary source of Jewish religious law (halakha) and Jewish theology. Until the advent of modernity, in nearly all Jewish communities, the Talmud was the centerpiece of Jewish cultural life and was foundational to ""all Jewish thought and aspirations"", serving also as ""the guide for the daily life"" of Jews.","de:Talmud, es:Talmud, fr:Talmud, nl:Talmoed"
Aston Villa F.C.,,,sports,"clubs, football, league","Aston Villa Football Club (nicknamed Villa) is an English professional football club based in Aston, Birmingham. The club competes in the Premier League, the top tier of the English football league system. Founded in 1874, they have played at their home ground, Villa Park, since 1897. Aston Villa were one of the founder members of the Football League in 1888 and of the Premier League in 1992. Villa are one of only five English clubs to have won the European Cup, in 1981–82. They have also won the Football League First Division seven times, the FA Cup seven times, the League Cup five times, and the UEFA Super Cup once.","de:Aston Villa, es:Aston Villa Football Club, fr:Aston Villa Football Club, nl:Aston Villa FC"
Julie Gayet,,1972 ♀,culture,"french, people, film","Julie Gayet (French pronunciation: ​[ʒyli ɡajɛ]; born 3 June 1972) is a French film actress and film producer. She is also known for being the partner of the former President of the French Republic, François Hollande.","de:Julie Gayet, es:Julie Gayet, fr:Julie Gayet"
Yahweh,,,religion,"gods, yahweh, israel",Yahweh[Notes 1] was the national god of the kingdoms of Israel (Samaria) and Judah with origins reaching at least to the early Iron Age and apparently to the Late Bronze.,"es:Yahweh, fr:Yahweh"
Murder of Travis Alexander,,1977-2008 ♀,history,"arizona, united, crimes","Travis Victor Alexander (July 28, 1977 – June 4, 2008) was an American salesman who was murdered by his ex-girlfriend, Jodi Ann Arias (born July 9, 1980), in his house in Mesa, Arizona. Arias was convicted of first-degree murder on May 8, 2013, and sentenced to life in prison without the possibility of parole on April 13, 2015.","de:Mordfall Travis Alexander, fr:Meurtre de Travis Alexander"
Midnight in Paris,,,culture,"films, cultural, depictions","Midnight in Paris is a 2011 fantasy comedy film written and directed by Woody Allen. Set in Paris, the film follows Gil Pender, a screenwriter, who is forced to confront the shortcomings of his relationship with his materialistic fiancée and their divergent goals, which become increasingly exaggerated as he travels back in time each night at midnight. The movie explores themes of nostalgia and modernism.","de:Midnight in Paris, es:Medianoche en París, fr:Minuit à Paris, nl:Midnight in Paris"
London Marathon,,,sports,"london, events, sporting","The London Marathon (also known as the Virgin Money London Marathon) is a long-distance running event held in London, United Kingdom and is the third largest running event in the UK, after the Great North Run from Newcastle upon Tyne to South Shields and the Great Manchester Run 10,000 metre run around central Manchester, and it is also part of the World Marathon Majors. The event was first run on 29 March 1981 and has been held in the spring of every year since. Since 2010, the race has been sponsored by Virgin Money. The most recent event was the 2015 London Marathon on 26 April 2015.","de:London-Marathon, es:Maratón de Londres, fr:Marathon de Londres, nl:Marathon van Londen"
Illinois,40°N 89°W,,region,"states, united, establishments","Illinois (/ˌɪlɪˈnɔɪ/ ( listen) IL-ih-NOY) is a state in the Midwestern region of the United States. It is the 6th-most populous U.S. state and 25th-largest state in terms of land area, and is often noted as a microcosm of the entire United States. With Chicago in the northeast, small industrial cities and great agricultural productivity in northern and central Illinois, and natural resources such as coal, timber, and petroleum in the south, Illinois has a diverse economic base, and is a major transportation hub. The Port of Chicago connects the state to other global ports around the world from the Great Lakes, via the Saint Lawrence Seaway, to the Atlantic Ocean; as well as the Great Lakes to the Mississippi River, via the Illinois Waterway on the Illinois River. The Mississippi River, the Ohio River, and the Wabash River form parts of the boundaries of Illinois. For decades, Chicago's O'Hare International Airport has been ranked as one of the world's busiest airports. Illinois has long had a reputation as a bellwether both in social and cultural terms and politics.","de:Illinois, es:Illinois, fr:Illinois, nl:Illinois (staat)"
Network topology,,,technology,"decentralization, network, topology","Network topology is the arrangement of the elements (links, nodes, etc.) of a communication network. Network topology can be used to define or describe the arrangement of various types of telecommunication networks, including command and control radio networks, industrial fieldbusses and computer networks.","de:Topologie (Rechnernetz), es:Topología de red, fr:Topologie de réseau, nl:Netwerktopologie"
Philip II of Spain,,1527-1598 ♂,history,"monarchs, spanish, 16th-century","Philip II of Spain (Spanish: Felipe II; 21 May 1527 – 13 September 1598) was King of Spain (1556–98), King of Portugal (1581–98, as Philip I, Filipe I), King of Naples and Sicily (both from 1554), and jure uxoris King of England and Ireland (during his marriage to Queen Mary I from 1554 to 1558). He was also Duke of Milan. From 1555 he was lord of the Seventeen Provinces of the Netherlands.","de:Philipp II. (Spanien), es:Felipe II de España, fr:Philippe II (roi d'Espagne), nl:Filips II van Spanje"
Laser,,,technology,"inventions, directed-energy, photonics","A laser is a device that emits light through a process of optical amplification based on the stimulated emission of electromagnetic radiation. The term ""laser"" originated as an acronym for ""light amplification by stimulated emission of radiation"". The first laser was built in 1960 by Theodore H. Maiman at Hughes Research Laboratories, based on theoretical work by Charles Hard Townes and Arthur Leonard Schawlow.","de:Laser, es:Láser, fr:Laser, nl:Laser (licht)"
Florence and the Machine,,,culture,"groups, musical, winners","Florence and the Machine (stylised as Florence + the Machine) are an English indie rock band that formed in London in 2007, consisting of vocalist Florence Welch, keyboardist Isabella Summers, guitarist Rob Ackroyd, harpist Tom Monger, and a collaboration of other musicians. The band's music received praise across the media, especially from the BBC, which played a large part in their rise to prominence by promoting Florence and the Machine as part of BBC Introducing. At the 2009 Brit Awards they received the Brit Awards ""Critics' Choice"" award. The band's music is renowned for its dramatic and eccentric production and also Welch's powerful vocal performances.","de:Florence + the Machine, es:Florence and the Machine, fr:Florence and the Machine, nl:Florence and the Machine"
Anne Heche,,1969 ♀,culture,"american, actresses, people","Anne Celeste Heche (/heɪʃ/ HAYSH; born May 25, 1969) is an American actress, director, and screenwriter. Following a dual role in the daytime soap opera Another World (1987–91), she came to mainstream prominence in the late 1990s with the films Donnie Brasco (1997), Volcano (1997), Six Days, Seven Nights (1998), and Return to Paradise (1998). In 1998, Heche portrayed Marion Crane in Gus Van Sant's horror remake Psycho. She was the lead in the 2017 NBC military drama The Brave, with the show lasting one season.","de:Anne Heche, es:Anne Heche, fr:Anne Heche, nl:Anne Heche"
International Phonetic Alphabet,,,culture,"phonetic, international, guides","The International Phonetic Alphabet (unofficially—though commonly—abbreviated IPA) is an alphabetic system of phonetic notation based primarily on the Latin alphabet. It was devised by the International Phonetic Association as a standardized representation of the sounds of oral language. The IPA is used by lexicographers, foreign language students and teachers, linguists, speech-language pathologists, singers, actors, constructed language creators, and translators.","de:Internationales Phonetisches Alphabet, es:Alfabeto Fonético Internacional, fr:Alphabet phonétique international, nl:Internationaal Fonetisch Alfabet"
Kingdom (biology),,,nature,"biology, terminology","In biology, kingdom (Latin: regnum, plural regna) is the second highest taxonomic rank, just below domain. Kingdoms are divided into smaller groups called phyla.","de:Reich (Biologie), es:Reino (biología), fr:Règne (biologie), nl:Rijk (biologie)"
Lyon,45°46′N 4°50′E,,region,"france, rhône, lyon","Lyon or Lyons (UK: /ˈliːɒ̃/, US: /liˈoʊn/, French: [ljɔ̃]; Arpitan: Liyon, pronounced [ʎjɔ̃]; Italian: Lione, pronounced [liˈone]) is the third-largest city and second-largest urban area of France. It is located in the country's east-central part at the confluence of the rivers Rhône and Saône, about 470 km (292 mi) south from Paris, 320 km (199 mi) north from Marseille and 56 km (35 mi) northeast from Saint-Étienne. Inhabitants of the city are called Lyonnais.","de:Lyon, es:Lyon, fr:Lyon, nl:Lyon"
Myers–Briggs Type Indicator,,,psychology,"personality, tests, jungian",The Myers–Briggs Type Indicator (MBTI) is an introspective self-report questionnaire designed to indicate psychological preferences in how people perceive the world and make decisions.,"de:Myers-Briggs-Typenindikator, es:Indicador Myers-Briggs, fr:Myers Briggs Type Indicator, nl:Myers-Briggs Type Indicator"
Bill Hader,,1978 ♂,culture,"american, male, actors","William Thomas Hader Jr. (born June 7, 1978) is an American actor, voice actor, comedian, writer, producer and director. He rose to fame as a cast member on the NBC variety series Saturday Night Live (2005–2013) for which he received four Primetime Emmy Award nominations and a Peabody Award.","de:Bill Hader, es:Bill Hader, fr:Bill Hader, nl:Bill Hader"
Life expectancy,,,health,"senescence, actuarial, science","Life expectancy is a statistical measure of the average time an organism is expected to live, based on the year of its birth, its current age and other demographic factors including gender. The most commonly used measure of life expectancy is at birth (LEB), which can be defined in two ways. Cohort LEB is the mean length of life of an actual birth cohort (all individuals born a given year) and can be computed only for cohorts born many decades ago, so that all their members have died. Period LEB is the mean length of life of a hypothetical cohort assumed to be exposed, from birth through death, to the mortality rates observed at a given year.","de:Lebenserwartung, es:Esperanza de vida, fr:Espérance de vie humaine, nl:Levensverwachting"
Clonidine,,,health,"disorder, treatment, management","Clonidine, sold as the brand name Catapres among others, is a medication used to treat high blood pressure, attention deficit hyperactivity disorder, drug withdrawal (alcohol, opioids, or smoking), menopausal flushing, diarrhea, and certain pain conditions. It is used by mouth, by injection, or as a skin patch. Onset of action is typically within an hour with the effects on blood pressure lasting for up to eight hours.","de:Clonidin, es:Clonidina, fr:Clonidine, nl:Clonidine"
Iroquois,,,culture,"american, york, native","The Iroquois (/ˈɪrəkwɔɪ/ or /ˈɪrəkwɑː/) or Haudenosaunee (/ˈhoʊdənoʊˈʃoʊni/; ""People of the Longhouse"") are a historically powerful northeast Native American confederacy in North America. They were known during the colonial years to the French as the Iroquois League, and later as the Iroquois Confederacy, and to the English as the Five Nations, comprising the Mohawk, Onondaga, Oneida, Cayuga, and Seneca. After 1722, they accepted the Tuscarora people from the Southeast into their confederacy, as they were also Iroquoian-speaking, and became known as the Six Nations.","de:Irokesen, es:Iroqués, fr:Iroquois, nl:Irokezen"
Xavi,,,sports,"players, footballers, fifa","Xavier Hernández Creus (Catalan: [ˈʃaβi əɾˈnandəs ˈkɾɛws], Spanish: [ˈtʃaβj eɾˈnandeθ ˈkɾeus]; born 25 January 1980) is a Spanish professional footballer who plays as a central midfielder for Qatari club Al Sadd SC. He is known for having played for the Spain national team and Barcelona.","de:Xavi, es:Xavi Hernández, fr:Xavi, nl:Xavi Hernández"
Spencer Tracy,,1900-1967 ♂,culture,"american, actors, male","Spencer Bonaventure Tracy (April 5, 1900 – June 10, 1967) was an American actor, noted for his natural performing style and versatility. One of the major stars of Hollywood's Golden Age, Tracy won two Academy Awards for Best Actor from nine nominations, sharing the record for nominations in the category with Laurence Olivier.","de:Spencer Tracy, es:Spencer Tracy, fr:Spencer Tracy, nl:Spencer Tracy"
Chemical element,,,nature,"chemical, elements, chemistry","A chemical element is a species of atom having the same number of protons in their atomic nuclei (that is, the same atomic number, or Z). For example, the atomic number of oxygen is 8, so the element oxygen consists of all atoms which have 8 protons.","de:Chemisches Element, es:Elemento químico, fr:Élément chimique, nl:Chemisch element"
Tiësto,,1969 ♂,culture,"musicians, dutch, house","Tijs Michiel Verwest OON (Dutch: [ˈtɛis miˈxil vərˈʋɛst]; born 17 January 1969), better known by his stage name Tiësto (/tiˈɛstoʊ/ tee-ES-toh; Dutch: [ˈcɛstoː]), is a Dutch DJ and record producer from Breda. He was named ""the Greatest DJ of All Time"" by Mix magazine in a poll voted by the fans. In 2013, he was voted by DJ Mag readers as the ""best DJ of the last 20 years"". He is also regarded as the ""Godfather of EDM"" by many sources.","de:Tiësto, es:Tiësto, fr:Tiësto, nl:Tiësto"
Taylor Kitsch,,1981 ♂,culture,"male, canadian, actors","Taylor Kitsch (born April 8, 1981) is a Canadian actor and model. He is best known for his role as Tim Riggins in the NBC series Friday Night Lights (2006–2011), Gambit in X-Men Origins: Wolverine (2009), and Lieutenant Alex Hopper in Battleship (2012).","de:Taylor Kitsch, es:Taylor Kitsch, fr:Taylor Kitsch, nl:Taylor Kitsch"
Halloween,,,culture,"halloween, culture, scottish","Halloween or Hallowe'en (a contraction of Hallows' Even or Hallows' Evening), also known as Allhalloween, All Hallows' Eve, or All Saints' Eve, is a celebration observed in several countries on 31 October, the eve of the Western Christian feast of All Hallows' Day. It begins the three-day observance of Allhallowtide, the time in the liturgical year dedicated to remembering the dead, including saints (hallows), martyrs, and all the faithful departed.","de:Halloween, es:Halloween, fr:Halloween, nl:Halloween"
Cardiac arrest,,,health,"death, medical, arrhythmia","Cardiac arrest is a sudden loss of blood flow resulting from the failure of the heart to pump effectively. Signs include loss of consciousness and abnormal or absent breathing. Some individuals may experience chest pain, shortness of breath, or nausea before cardiac arrest. If not treated within minutes, it typically leads to death.","de:Kreislaufstillstand, es:Paro cardiorrespiratorio, fr:Arrêt cardiorespiratoire, nl:Hartstilstand"
Royal Rumble,,,sports,"rumble, royal","The Royal Rumble is a professional wrestling event, produced every January since 1988 by professional wrestling promotion WWE. It is named after the Royal Rumble match, a battle royal whose participants enter at timed intervals.","de:WWE Royal Rumble, es:Royal Rumble, fr:Royal Rumble, nl:Royal Rumble"
Chloe Bennet,,1992 ♀,culture,"actresses, american, descent","Chloe Bennet (born Chloe Wang; April 18, 1992) is an American actress and former singer. She is known for her role as Daisy Johnson (formerly known as Skye) in the ABC spy-fi series Agents of S.H.I.E.L.D.","de:Chloe Bennet, es:Chloe Bennet, fr:Chloe Bennet"
Republic,,,politics,"forms, government, republics","A republic (Latin: res publica, meaning “public affair”) is a form of government in which the country is considered a ""public matter"", not the private concern or property of the rulers. The primary positions of power within a republic are attained, through democracy, oligarchy, autocracy, or a mix thereof, rather than being unalterably occupied. As such it has become the opposing form of government to a monarchy and has therefore no monarch as head of state.","de:Republik, es:República, fr:République, nl:Republiek"
Kristen Anderson-Lopez,,,culture,"people, american, songwriters","Kristen Anderson-Lopez is an American songwriter and lyricist known for co-writing the songs for the 2013 animated film Frozen with her husband Robert Lopez. Anderson-Lopez won the Academy Award for Best Original Song for ""Let It Go"" from Frozen and ""Remember Me"" from Coco (2017) at the 86th Academy Awards and 90th Academy Awards. She also won two Grammy Awards at the 57th Annual Grammy Awards.","de:Kristen Anderson-Lopez, es:Kristen Anderson-Lopez, fr:Kristen Anderson-Lopez, nl:Kristen Anderson-Lopez"
American Psycho,,,culture,"novels, fiction, american","American Psycho is a novel by Bret Easton Ellis, published in 1991. The story is told in the first person by Patrick Bateman, a serial killer and Manhattan businessman. Alison Kelly of The Observer notes that while ""some countries [deem it] so potentially disturbing that it can only be sold shrink-wrapped"", ""critics rave about it"" and ""academics revel in its transgressive and postmodern qualities"".","de:American Psycho, es:American Psycho, fr:American Psycho (roman), nl:American Psycho (boek)"
AK-47,,,military,"rifles, weapons, cold","The AK-47 is a selective-fire (semi-automatic and automatic), gas-operated 7.62×39mm assault rifle, developed in the Soviet Union by Mikhail Kalashnikov. It is officially known in the Soviet documentation as Avtomat Kalashnikova (Russian: Автомат Калашникова). It is also known as Kalashnikov, AK, or in Russian slang, Kalash.","de:AK-47, es:AK-47, fr:AK-47, nl:AK-47"
Huntington's disease,,,health,"disorders, seizures, atrophies","Huntington's disease (HD), also known as Huntington's chorea, is an inherited disorder that results in the death of brain cells. The earliest symptoms are often subtle problems with mood or mental abilities. A general lack of coordination and an unsteady gait often follow. As the disease advances, uncoordinated, jerky body movements become more apparent. Physical abilities gradually worsen until coordinated movement becomes difficult and the person is unable to talk. Mental abilities generally decline into dementia. The specific symptoms vary somewhat between people. Symptoms usually begin between 30 and 50 years of age, but can start at any age. The disease may develop earlier in life in each successive generation. About eight percent of cases start before the age of 20 years and typically present with symptoms more similar to Parkinson's disease. People with HD often underestimate the degree of their problems.","de:Chorea Huntington, es:Enfermedad de Huntington, fr:Maladie de Huntington, nl:Ziekte van Huntington"
Debbie Harry,,1945 ♀,culture,"american, actresses, singers","Deborah Ann Harry (born Angela Trimble; July 1, 1945) is an American singer, songwriter, model and actress, known as the lead singer of the new wave band Blondie. Her recordings with the band reached number one in the U.S. and UK charts on many occasions from 1979 to 1981.","de:Debbie Harry, es:Debbie Harry, fr:Debbie Harry, nl:Deborah Harry"
George W. Bush,,1946 ♂,politics,"american, people, united","George Walker Bush (born July 6, 1946) is an American politician and businessman who served as the 43rd President of the United States from 2001 to 2009, and the 46th Governor of Texas from 1995 to 2000. The eldest son of Barbara and George H. W. Bush, he was born in New Haven, Connecticut. After graduating from Yale University in 1968 and Harvard Business School in 1975, he worked in oil businesses. He married Laura Welch in 1977 and ran unsuccessfully for the House of Representatives shortly thereafter. He later co-owned the Texas Rangers baseball team before defeating Ann Richards in the 1994 Texas gubernatorial election. He was elected president in 2000 after a close and controversial election, becoming the fourth president to be elected while receiving fewer popular votes nationwide than his opponent. He is the second president to have been the son of a former president, the first having been John Quincy Adams. He is also the brother of Jeb Bush, former Governor of Florida.","de:George W. Bush, es:George W. Bush, fr:George W. Bush, nl:George W. Bush"
